service,hour,day_of_week,is_weekend,queue_length,counters_open,wait_minutes
Customer Support,12,6,1,2,3,1.87
Document Verification,17,4,0,4,3,4.68
Customer Support,17,3,0,26,1,160.11
Account Services,15,0,0,22,3,56.76
Bill Payment,12,6,1,21,3,26.56
Customer Support,15,0,0,4,4,7.19
Bill Payment,14,1,0,25,3,27.45
Bill Payment,10,4,0,43,4,38.06
Customer Support,9,4,0,30,3,67.79
Document Verification,12,5,1,28,3,61.66
General Enquiry,10,4,0,6,1,26.77
Customer Support,15,1,0,16,1,113.11
Account Services,13,2,0,22,1,181.23
Account Services,16,0,0,37,1,295.71
Bill Payment,12,3,0,35,1,129.57
General Enquiry,14,2,0,3,4,5.85
Account Services,16,5,1,45,3,105.92
Customer Support,13,6,1,38,3,77.96
General Enquiry,11,0,0,47,3,63.81
Account Services,16,6,1,28,1,191.33
Document Verification,11,0,0,6,2,20.18
Document Verification,9,4,0,54,2,168.36
Account Services,12,0,0,35,2,129.67
Bill Payment,11,2,0,32,2,53.24
Bill Payment,9,5,1,24,2,41.07
Bill Payment,10,0,0,5,2,8.54
Account Services,13,5,1,4,3,11.75
Bill Payment,9,1,0,10,4,7.89
Customer Support,16,2,0,35,2,139.59
Bill Payment,10,1,0,11,4,8.6
Account Services,14,5,1,38,3,96.46
Document Verification,14,5,1,23,4,33.58
Bill Payment,14,0,0,13,1,39.17
Account Services,12,3,0,19,4,45.98
Account Services,15,2,0,20,3,52.77
General Enquiry,17,4,0,12,1,54.32
Account Services,10,2,0,3,2,6.58
Bill Payment,10,5,1,15,1,58.68
Customer Support,11,1,0,1,1,8.02
Bill Payment,10,4,0,38,2,70.72
General Enquiry,13,5,1,3,2,7.48
Account Services,13,6,1,46,3,120.61
Document Verification,9,5,1,39,1,262.8
Document Verification,13,1,0,11,3,22.86
Customer Support,11,2,0,28,4,59.66
Account Services,14,1,0,23,3,63.96
Customer Support,13,4,0,44,4,64.73
Customer Support,14,1,0,3,2,8.66
Document Verification,13,3,0,47,3,95.86
Customer Support,10,6,1,43,4,73.94
Document Verification,10,5,1,42,3,85.79
Account Services,16,5,1,16,1,132.8
Account Services,9,4,0,22,1,154.31
Bill Payment,12,1,0,15,2,25.34
General Enquiry,9,1,0,24,3,34.56
Document Verification,11,5,1,35,4,51.57
Customer Support,11,4,0,24,4,43.32
General Enquiry,15,3,0,29,2,53.1
Customer Support,12,1,0,21,3,54.65
Document Verification,14,2,0,49,2,143.6
Bill Payment,13,2,0,20,2,31.66
Account Services,11,6,1,8,1,73.36
Bill Payment,14,2,0,39,4,29.88
Bill Payment,15,3,0,5,3,6.21
Account Services,15,4,0,14,4,27.02
General Enquiry,13,0,0,66,2,116.4
Bill Payment,15,6,1,36,3,44.06
Customer Support,16,6,1,32,2,125.87
Account Services,10,4,0,8,2,28.01
Bill Payment,17,1,0,37,4,25.68
Bill Payment,11,3,0,16,4,11.0
Account Services,10,0,0,65,1,511.18
General Enquiry,12,0,0,18,2,36.46
General Enquiry,16,2,0,36,4,41.12
Customer Support,17,1,0,16,3,39.06
Customer Support,9,6,1,18,3,39.87
Document Verification,15,2,0,22,1,116.64
Document Verification,11,2,0,18,3,44.83
Bill Payment,11,6,1,40,1,156.71
Account Services,11,3,0,19,4,45.41
Document Verification,10,5,1,43,3,80.07
Account Services,17,5,1,37,2,125.45
Customer Support,10,4,0,13,1,97.86
Document Verification,17,2,0,34,1,209.05
Customer Support,9,3,0,53,4,101.71
Document Verification,9,5,1,10,3,17.06
General Enquiry,17,2,0,42,4,47.89
Bill Payment,11,3,0,30,2,62.33
Account Services,15,1,0,14,1,113.18
Customer Support,9,5,1,21,2,68.88
Customer Support,14,6,1,44,3,94.45
Customer Support,17,6,1,7,4,9.55
Customer Support,11,2,0,8,3,22.31
Customer Support,15,2,0,20,4,31.5
Account Services,13,6,1,11,1,79.46
Bill Payment,9,2,0,43,1,170.29
Account Services,16,1,0,10,3,28.48
Document Verification,13,2,0,9,3,13.43
General Enquiry,13,5,1,60,4,56.03
Bill Payment,14,3,0,19,3,22.18
General Enquiry,13,1,0,15,2,32.42
Account Services,10,2,0,9,4,14.88
Bill Payment,9,1,0,12,3,14.89
Customer Support,13,5,1,9,2,30.82
Customer Support,14,6,1,31,2,124.36
General Enquiry,14,6,1,17,4,14.31
Customer Support,16,6,1,51,4,97.34
General Enquiry,12,0,0,7,3,10.37
Bill Payment,9,0,0,55,3,56.76
Document Verification,13,2,0,20,4,32.12
General Enquiry,17,2,0,50,4,54.23
Account Services,9,6,1,54,2,202.6
Bill Payment,17,3,0,40,4,33.12
Bill Payment,16,6,1,16,4,12.79
Customer Support,11,5,1,22,1,146.6
Bill Payment,11,0,0,15,2,25.03
Account Services,16,0,0,48,2,189.16
General Enquiry,10,4,0,43,3,51.94
Customer Support,13,2,0,8,3,13.62
Customer Support,17,6,1,9,1,58.63
Account Services,10,3,0,43,1,368.6
Account Services,10,4,0,9,2,31.19
Customer Support,9,3,0,22,3,51.42
Bill Payment,13,1,0,18,4,18.8
Customer Support,11,4,0,11,4,19.99
Customer Support,9,2,0,34,4,58.5
Account Services,15,3,0,18,4,44.73
Account Services,11,5,1,6,4,5.43
Bill Payment,10,0,0,12,2,17.07
Document Verification,14,4,0,26,2,69.65
Document Verification,13,5,1,30,1,176.21
Customer Support,14,0,0,71,1,424.58
General Enquiry,14,2,0,4,1,18.68
Bill Payment,10,0,0,21,2,38.93
Account Services,16,5,1,24,2,107.48
Document Verification,15,4,0,27,4,31.62
Account Services,11,4,0,1,4,5.64
Bill Payment,16,0,0,36,4,28.83
Customer Support,13,2,0,41,4,64.7
General Enquiry,15,5,1,32,2,62.51
General Enquiry,11,2,0,7,1,27.43
Document Verification,13,4,0,36,4,53.64
Customer Support,11,3,0,20,4,37.83
Customer Support,13,4,0,43,2,173.5
Account Services,16,3,0,44,1,334.32
Account Services,10,2,0,47,1,320.88
General Enquiry,13,1,0,25,2,52.58
Customer Support,15,6,1,20,3,51.61
Document Verification,17,4,0,23,3,49.13
Customer Support,17,3,0,25,4,46.49
Bill Payment,13,6,1,21,1,84.68
Customer Support,15,0,0,25,2,80.47
Customer Support,13,2,0,35,4,66.9
Bill Payment,17,0,0,32,4,24.58
Document Verification,14,5,1,49,2,139.54
Bill Payment,15,3,0,4,1,14.31
Customer Support,14,1,0,20,1,125.07
Customer Support,9,0,0,11,1,84.3
General Enquiry,13,2,0,5,3,7.84
General Enquiry,16,1,0,38,3,56.3
Document Verification,13,0,0,10,1,61.94
Customer Support,11,4,0,5,4,4.37
Document Verification,9,4,0,6,1,38.3
General Enquiry,9,6,1,33,4,35.87
Document Verification,15,2,0,19,3,35.51
Bill Payment,12,6,1,35,3,36.23
General Enquiry,15,0,0,33,4,36.54
Bill Payment,9,6,1,23,3,28.01
Bill Payment,14,1,0,23,2,37.87
Document Verification,9,0,0,52,2,169.54
Account Services,12,4,0,8,1,74.13
Bill Payment,10,1,0,22,2,33.05
General Enquiry,9,3,0,23,3,25.19
Account Services,16,4,0,24,4,52.92
Customer Support,9,2,0,45,3,96.65
Customer Support,13,3,0,11,3,32.44
Bill Payment,17,0,0,18,3,20.33
General Enquiry,14,3,0,11,4,8.86
Account Services,11,4,0,13,1,122.89
Document Verification,16,3,0,28,1,171.83
Bill Payment,10,4,0,65,1,230.23
Account Services,13,0,0,11,4,25.99
General Enquiry,12,3,0,12,4,12.37
Document Verification,14,2,0,54,1,332.13
Document Verification,9,3,0,40,2,122.44
Customer Support,11,1,0,5,2,16.45
Customer Support,12,3,0,5,4,3.71
General Enquiry,9,4,0,36,2,77.22
Document Verification,14,6,1,60,4,83.15
Customer Support,13,2,0,40,2,158.77
Customer Support,11,3,0,24,1,181.08
Account Services,17,0,0,49,1,393.12
Bill Payment,12,4,0,6,3,9.23
Account Services,12,6,1,13,3,33.3
Document Verification,9,1,0,23,2,64.67
Account Services,13,1,0,20,1,181.57
Bill Payment,15,1,0,17,3,18.58
Customer Support,16,4,0,21,4,41.03
Document Verification,11,6,1,14,2,40.19
Document Verification,14,1,0,37,2,119.24
Bill Payment,15,5,1,22,4,21.78
Bill Payment,14,3,0,42,1,153.43
Customer Support,16,0,0,59,1,384.46
Bill Payment,14,2,0,39,3,46.83
Bill Payment,9,1,0,54,3,53.94
Customer Support,16,0,0,58,1,374.56
Customer Support,11,1,0,5,3,11.76
Bill Payment,12,6,1,22,4,18.18
Bill Payment,14,3,0,46,1,164.6
Account Services,17,1,0,40,2,168.98
Bill Payment,10,5,1,4,3,6.61
Account Services,11,3,0,2,3,5.04
Customer Support,10,6,1,9,4,14.06
Account Services,16,4,0,7,3,22.95
Account Services,17,1,0,31,4,68.92
General Enquiry,9,5,1,60,1,273.42
General Enquiry,16,0,0,20,3,26.82
Account Services,14,2,0,28,2,105.77
Customer Support,15,2,0,18,4,40.43
Bill Payment,15,4,0,4,1,14.14
Account Services,11,2,0,21,3,50.5
Account Services,9,5,1,9,4,18.5
General Enquiry,14,6,1,5,4,4.36
Account Services,11,5,1,18,4,30.95
General Enquiry,9,5,1,26,1,120.13
Customer Support,15,3,0,11,4,20.35
Customer Support,11,3,0,7,1,36.1
Customer Support,13,4,0,6,3,9.76
Document Verification,11,0,0,11,2,29.86
Bill Payment,13,6,1,8,3,11.18
General Enquiry,10,6,1,37,1,152.12
Account Services,12,2,0,11,1,80.94
Document Verification,9,6,1,40,3,73.2
Customer Support,17,4,0,34,1,265.62
Document Verification,12,0,0,30,4,49.97
Bill Payment,16,3,0,13,4,7.94
General Enquiry,15,6,1,10,1,37.69
General Enquiry,13,6,1,32,1,137.36
Customer Support,13,4,0,22,4,40.18
Bill Payment,13,5,1,38,1,120.78
Account Services,13,3,0,7,1,59.31
Bill Payment,17,5,1,14,4,10.17
General Enquiry,10,5,1,35,3,52.65
General Enquiry,15,4,0,18,1,71.85
Account Services,17,4,0,9,2,32.01
Account Services,10,4,0,25,3,72.51
Account Services,9,3,0,27,2,93.29
Bill Payment,13,4,0,4,3,5.09
Document Verification,12,4,0,12,1,81.33
Account Services,17,0,0,30,4,51.18
Bill Payment,14,6,1,48,1,190.34
Document Verification,11,1,0,4,4,4.48
Bill Payment,12,5,1,35,4,34.13
Customer Support,17,4,0,41,3,99.9
Account Services,14,3,0,4,1,38.06
Customer Support,17,6,1,24,3,52.27
Customer Support,16,0,0,8,3,15.52
Customer Support,12,5,1,23,2,82.99
Account Services,9,2,0,58,4,132.9
Customer Support,15,5,1,9,3,17.17
Document Verification,15,6,1,19,3,37.05
General Enquiry,16,6,1,20,2,41.99
General Enquiry,10,2,0,18,1,75.75
General Enquiry,11,3,0,20,1,67.53
Document Verification,13,0,0,6,2,17.05
Account Services,10,4,0,28,4,59.76
Bill Payment,10,4,0,12,2,23.14
Customer Support,10,5,1,12,3,23.68
Customer Support,15,2,0,28,3,67.05
Account Services,16,5,1,15,2,66.6
Account Services,13,4,0,5,3,17.49
Account Services,13,3,0,47,1,346.51
Bill Payment,15,2,0,23,4,18.91
Bill Payment,9,3,0,63,4,61.5
General Enquiry,13,1,0,40,3,54.62
Bill Payment,14,2,0,36,4,32.16
Bill Payment,12,0,0,27,4,22.26
Document Verification,16,6,1,52,4,88.39
Customer Support,17,2,0,33,3,84.33
Customer Support,9,0,0,45,1,349.93
Customer Support,17,5,1,58,4,107.42
Customer Support,9,5,1,9,1,57.64
Bill Payment,17,5,1,22,2,32.34
Account Services,15,4,0,33,4,62.63
Bill Payment,10,2,0,41,2,74.66
Document Verification,16,2,0,34,3,69.2
Account Services,17,3,0,3,2,5.73
Customer Support,14,3,0,54,2,200.03
General Enquiry,10,2,0,21,1,89.48
Bill Payment,17,3,0,34,1,131.98
Bill Payment,16,5,1,10,4,10.12
Customer Support,15,0,0,5,1,39.45
Document Verification,17,6,1,35,4,55.68
Account Services,17,5,1,5,4,11.78
Customer Support,14,6,1,7,4,11.74
General Enquiry,13,3,0,44,4,46.1
General Enquiry,13,3,0,4,3,7.0
General Enquiry,13,0,0,28,1,116.34
General Enquiry,15,2,0,7,2,11.85
Account Services,14,2,0,35,3,103.15
Document Verification,14,2,0,28,3,61.98
Customer Support,9,4,0,38,2,146.71
General Enquiry,12,3,0,3,1,9.64
Customer Support,9,0,0,7,2,23.38
Account Services,9,6,1,57,1,418.44
Customer Support,9,2,0,53,2,178.78
Bill Payment,15,6,1,34,2,65.44
Customer Support,12,4,0,29,1,196.71
Document Verification,17,0,0,34,3,76.39
Account Services,9,4,0,46,2,195.2
Customer Support,14,4,0,56,2,217.14
General Enquiry,17,1,0,29,1,126.72
General Enquiry,11,6,1,6,1,21.11
Customer Support,13,0,0,9,3,14.43
Bill Payment,14,4,0,33,4,32.18
Account Services,14,4,0,49,4,105.97
Document Verification,17,1,0,31,2,91.51
Customer Support,11,3,0,23,3,49.26
Bill Payment,16,2,0,48,1,148.36
Document Verification,17,2,0,24,1,130.43
Document Verification,16,5,1,40,3,77.45
Bill Payment,17,6,1,33,4,28.17
Bill Payment,12,5,1,34,2,58.12
Account Services,12,5,1,29,4,68.33
General Enquiry,12,3,0,31,4,31.86
Account Services,13,0,0,8,4,20.08
Customer Support,11,4,0,27,1,209.37
Bill Payment,16,6,1,36,2,53.93
Bill Payment,17,3,0,27,2,42.32
Customer Support,12,1,0,20,3,52.2
Document Verification,14,6,1,38,1,195.19
General Enquiry,13,0,0,43,4,42.5
Customer Support,17,0,0,45,3,104.54
Account Services,11,2,0,20,4,43.84
Document Verification,10,6,1,68,1,365.24
Account Services,15,2,0,27,1,220.08
Customer Support,16,1,0,24,4,33.97
Customer Support,10,3,0,12,1,71.46
Document Verification,12,1,0,17,4,23.44
Bill Payment,12,1,0,17,1,62.08
Bill Payment,14,2,0,39,4,37.98
Bill Payment,14,2,0,39,1,151.8
Document Verification,13,4,0,2,4,3.46
General Enquiry,13,6,1,64,2,124.77
Customer Support,17,0,0,17,4,29.99
General Enquiry,11,4,0,2,1,7.08
Account Services,11,2,0,37,2,154.44
Customer Support,11,4,0,33,1,208.79
Customer Support,16,3,0,43,3,118.94
Customer Support,12,6,1,13,2,37.69
Customer Support,11,4,0,4,2,14.05
Customer Support,9,5,1,57,4,96.16
Bill Payment,9,3,0,61,2,99.64
Document Verification,15,2,0,17,3,29.1
Bill Payment,13,0,0,37,1,123.72
General Enquiry,14,1,0,20,2,37.36
General Enquiry,13,4,0,16,2,27.74
General Enquiry,17,0,0,15,3,21.35
Account Services,12,5,1,35,3,103.16
Document Verification,17,5,1,7,2,18.47
Bill Payment,12,0,0,29,2,49.11
General Enquiry,11,3,0,13,3,21.29
Customer Support,13,0,0,36,1,287.49
General Enquiry,11,6,1,36,2,64.8
General Enquiry,15,4,0,7,4,8.84
Customer Support,10,1,0,42,3,88.8
Document Verification,13,3,0,23,1,138.97
Bill Payment,17,1,0,14,2,23.86
Account Services,16,2,0,20,3,52.4
General Enquiry,12,4,0,20,2,38.72
Document Verification,17,2,0,35,3,70.15
General Enquiry,9,5,1,38,2,85.63
Customer Support,11,1,0,2,4,0.5
Customer Support,13,2,0,43,1,286.52
Bill Payment,12,6,1,30,3,35.78
Customer Support,16,1,0,15,3,39.81
Customer Support,16,6,1,10,3,20.32
General Enquiry,10,0,0,10,2,19.23
Document Verification,11,6,1,45,4,73.35
Account Services,10,2,0,4,4,8.09
General Enquiry,16,6,1,45,4,38.99
Document Verification,15,0,0,22,1,115.6
Customer Support,12,1,0,36,3,94.72
Customer Support,14,3,0,19,1,128.38
General Enquiry,11,2,0,20,4,23.3
Customer Support,9,6,1,53,3,126.08
Document Verification,10,2,0,7,2,20.7
Customer Support,13,2,0,31,3,73.35
General Enquiry,14,5,1,13,2,27.81
Customer Support,11,2,0,22,1,166.4
Account Services,17,5,1,24,4,47.68
General Enquiry,14,1,0,32,1,113.95
Customer Support,16,2,0,50,2,196.79
Bill Payment,16,5,1,9,4,8.84
Bill Payment,10,4,0,33,2,65.17
General Enquiry,11,0,0,18,3,23.37
Account Services,12,1,0,36,2,161.28
General Enquiry,10,2,0,41,3,60.47
Bill Payment,10,3,0,7,1,23.02
Document Verification,12,4,0,23,2,56.21
Account Services,11,6,1,10,4,13.51
General Enquiry,13,1,0,14,1,61.23
Account Services,14,2,0,41,1,290.84
Bill Payment,12,5,1,43,3,42.2
Customer Support,15,1,0,17,4,26.14
Customer Support,16,3,0,8,1,58.15
Customer Support,9,3,0,44,3,103.27
Customer Support,9,2,0,10,4,15.94
Customer Support,14,2,0,39,2,138.85
Document Verification,11,3,0,36,1,228.31
Document Verification,13,2,0,4,3,6.21
Customer Support,12,0,0,31,3,78.89
Document Verification,16,0,0,46,4,77.9
General Enquiry,14,0,0,58,2,125.2
Bill Payment,17,2,0,22,3,25.86
Customer Support,13,5,1,31,4,59.75
General Enquiry,10,0,0,57,1,196.8
Account Services,13,5,1,21,1,165.14
Customer Support,15,5,1,21,1,157.44
Customer Support,9,0,0,26,4,45.56
Customer Support,11,0,0,34,2,133.1
Account Services,17,6,1,10,1,78.39
Bill Payment,11,3,0,25,2,44.91
Document Verification,14,6,1,19,4,25.8
Customer Support,10,0,0,48,3,102.2
Account Services,13,5,1,30,1,236.94
Bill Payment,15,2,0,15,2,26.23
Bill Payment,16,5,1,62,1,188.86
General Enquiry,14,0,0,34,1,121.42
Document Verification,17,5,1,10,1,67.77
Account Services,9,6,1,7,3,17.13
General Enquiry,12,3,0,25,3,28.74
General Enquiry,14,1,0,32,3,43.99
Account Services,14,6,1,46,2,177.43
General Enquiry,13,4,0,8,2,16.8
Document Verification,17,1,0,25,1,145.89
Document Verification,11,1,0,18,3,34.68
Customer Support,14,5,1,65,1,498.18
General Enquiry,13,2,0,51,3,59.44
General Enquiry,9,3,0,42,3,57.07
Account Services,10,0,0,32,4,59.14
General Enquiry,15,4,0,15,4,17.25
Document Verification,13,0,0,31,4,40.53
Document Verification,15,1,0,4,2,12.1
Document Verification,16,4,0,33,2,87.58
Account Services,13,1,0,26,3,75.52
Document Verification,12,1,0,14,4,20.82
Account Services,9,5,1,20,1,158.4
General Enquiry,10,4,0,6,3,10.97
General Enquiry,14,5,1,34,4,39.24
Customer Support,15,3,0,16,1,99.03
Bill Payment,13,2,0,35,3,38.61
General Enquiry,11,2,0,22,4,18.92
Customer Support,12,6,1,33,4,62.01
Bill Payment,17,4,0,10,4,6.57
General Enquiry,9,3,0,53,1,242.76
Bill Payment,14,6,1,8,4,7.08
General Enquiry,17,5,1,38,4,36.71
General Enquiry,15,0,0,4,4,4.21
Account Services,14,6,1,28,2,125.51
Account Services,12,6,1,20,2,70.76
Document Verification,16,4,0,36,3,70.92
General Enquiry,12,3,0,24,3,29.86
Customer Support,16,0,0,17,2,68.55
Customer Support,12,1,0,26,4,50.76
Document Verification,17,3,0,47,2,134.06
Account Services,17,6,1,28,2,109.5
General Enquiry,13,3,0,56,4,65.24
Customer Support,15,6,1,11,1,91.61
General Enquiry,17,4,0,14,1,55.13
Customer Support,14,5,1,22,3,60.75
General Enquiry,15,4,0,10,4,12.91
Document Verification,9,2,0,47,3,86.95
Document Verification,15,5,1,9,3,20.34
Account Services,15,3,0,26,1,192.66
Bill Payment,10,0,0,29,1,102.56
Document Verification,14,6,1,12,3,23.65
Bill Payment,12,0,0,6,2,10.36
Account Services,13,3,0,41,3,116.82
Customer Support,13,3,0,9,2,30.19
Account Services,17,4,0,26,4,52.06
Bill Payment,10,0,0,25,2,48.91
Bill Payment,16,3,0,33,3,40.51
General Enquiry,16,6,1,58,4,65.57
General Enquiry,17,6,1,32,1,114.59
Bill Payment,13,3,0,53,3,60.6
Bill Payment,16,6,1,17,1,67.61
Account Services,14,5,1,37,2,135.64
Customer Support,10,4,0,12,4,25.68
General Enquiry,15,0,0,6,1,24.0
Account Services,11,5,1,4,1,32.3
Bill Payment,9,6,1,4,3,4.05
Customer Support,17,3,0,37,1,247.47
Document Verification,10,5,1,58,3,126.27
Bill Payment,10,5,1,12,3,16.0
General Enquiry,11,2,0,34,1,127.67
Bill Payment,14,6,1,27,2,42.71
General Enquiry,12,0,0,34,1,116.98
Bill Payment,17,5,1,12,4,11.28
Account Services,15,4,0,10,1,75.51
Document Verification,13,5,1,65,3,120.09
Customer Support,17,6,1,24,1,151.37
Bill Payment,11,4,0,27,1,93.31
Customer Support,16,4,0,30,2,110.16
Document Verification,9,0,0,69,4,103.59
Document Verification,10,2,0,55,2,164.45
Account Services,16,4,0,23,4,49.09
Document Verification,14,3,0,7,2,14.64
Document Verification,13,0,0,8,3,15.48
Customer Support,10,3,0,23,4,40.98
Bill Payment,9,3,0,22,3,26.72
Customer Support,15,4,0,7,4,15.62
Account Services,14,5,1,45,2,200.28
Customer Support,15,5,1,2,2,1.71
Customer Support,10,5,1,5,3,13.92
Account Services,12,4,0,37,4,81.57
Customer Support,12,5,1,8,3,16.71
Account Services,9,2,0,52,1,366.82
Account Services,9,6,1,41,1,340.35
Account Services,9,4,0,42,2,187.48
Account Services,10,5,1,24,4,44.09
General Enquiry,10,6,1,57,1,248.27
Customer Support,15,0,0,34,4,60.92
Customer Support,14,4,0,24,1,185.94
Document Verification,10,5,1,28,2,81.61
Account Services,15,1,0,1,1,6.56
Document Verification,14,5,1,13,4,22.29
Document Verification,13,0,0,76,4,111.61
Customer Support,14,4,0,45,4,80.7
General Enquiry,15,2,0,9,3,13.61
General Enquiry,17,5,1,4,1,18.9
General Enquiry,17,5,1,26,3,28.92
Bill Payment,9,2,0,36,4,28.55
Customer Support,10,5,1,42,1,284.97
Bill Payment,16,3,0,33,4,25.36
Customer Support,11,0,0,22,2,69.28
General Enquiry,12,1,0,20,1,83.8
Bill Payment,9,2,0,42,4,38.69
Document Verification,15,1,0,27,4,38.72
Account Services,15,0,0,26,2,90.37
Bill Payment,14,5,1,4,4,3.97
General Enquiry,17,1,0,24,2,51.91
Bill Payment,17,4,0,30,3,33.32
General Enquiry,14,1,0,29,3,44.24
Bill Payment,13,0,0,54,1,180.07
Account Services,14,1,0,17,4,32.46
Bill Payment,17,4,0,22,4,19.17
Customer Support,10,5,1,33,2,106.17
Bill Payment,11,0,0,29,3,37.72
Bill Payment,17,4,0,16,4,14.3
Bill Payment,9,2,0,62,4,51.92
Bill Payment,12,5,1,6,2,12.3
Document Verification,14,4,0,59,2,169.19
Account Services,11,4,0,40,3,105.11
Account Services,12,6,1,25,2,90.8
Bill Payment,12,4,0,34,3,38.13
Document Verification,11,4,0,13,3,25.21
Bill Payment,14,4,0,12,3,12.52
Customer Support,11,4,0,1,3,1.91
Bill Payment,9,5,1,47,1,149.54
Document Verification,14,5,1,21,1,123.56
Bill Payment,10,3,0,39,1,131.5
Document Verification,16,6,1,29,2,95.67
Document Verification,11,0,0,43,1,235.31
Bill Payment,13,5,1,60,4,59.11
Customer Support,10,4,0,54,4,105.06
Bill Payment,14,4,0,46,3,53.84
Bill Payment,16,0,0,40,1,126.71
General Enquiry,13,1,0,45,1,185.83
Document Verification,12,6,1,35,3,69.55
Document Verification,15,4,0,34,3,70.32
General Enquiry,14,3,0,9,4,10.81
General Enquiry,11,0,0,4,4,2.26
General Enquiry,10,0,0,39,2,79.91
General Enquiry,17,0,0,25,4,23.09
Customer Support,16,1,0,20,3,45.17
Customer Support,15,6,1,13,3,30.99
Account Services,14,5,1,54,1,465.1
Customer Support,15,2,0,18,3,36.5
General Enquiry,14,5,1,68,1,257.67
Account Services,10,0,0,55,4,119.59
Document Verification,13,1,0,29,2,90.11
Account Services,14,3,0,37,3,100.27
General Enquiry,10,2,0,9,3,12.42
Account Services,11,1,0,18,2,74.15
General Enquiry,10,6,1,16,4,16.51
General Enquiry,17,1,0,32,3,46.1
Document Verification,13,4,0,50,4,62.81
Document Verification,10,2,0,31,4,43.49
General Enquiry,11,1,0,18,1,62.89
General Enquiry,12,2,0,20,1,67.78
Customer Support,14,5,1,38,4,69.25
Document Verification,12,6,1,23,4,35.82
General Enquiry,16,0,0,7,1,28.29
Account Services,12,6,1,1,4,0.5
Account Services,9,5,1,19,2,75.54
Document Verification,11,3,0,18,4,21.95
Document Verification,9,1,0,24,2,75.4
Bill Payment,17,4,0,34,4,29.59
Document Verification,15,3,0,13,1,75.39
Customer Support,16,4,0,20,2,72.5
Document Verification,17,6,1,13,2,41.22
Account Services,10,0,0,53,4,116.61
